ID,Number,YS(MPa),UTS(MPa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ta(at%),Nb(at%),Mo(at%),Ti(at%),V(at%),Mn(at%),C(at%),Cu(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,?,T_K,E,?r,?.1,??,VEC,?H,?S,?.2,?.3,?.4,D.?,e/a,Ec_eV/atom,G,?.5,D.r,A,F,w,?G,D.G,total_at%,Processing_Description
11,425,199.0,495.0,55.0,0.0,33.33,0.0,33.34,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.0,0,0.0,1173,1.0,0,0.0,1.873329,1769.0042,206.6671,0.006532131,0.674988251,0.032999511,8.9999,-1.33346664,9.133862485,-12117.16935,214064.5445,1.017387167,0.035557111,1.6667,4.369991,77.6671,-0.000851087,0.008889111,2.614596394,477.9341072,14415.34887,0.039802636,3.1113555,100.0,followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
12,234,906.0,1085.0,10.3,13.04,21.74,21.74,21.74,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,30.0,0,0.0,1173,0.03333,0,0.0,1.792616,1749.337,204.4402,0.046643264,4.767879141,0.114592829,7.5654,-9.86630768,13.24144142,-2347.762117,6086.356544,1.168923317,0.123246669,1.6956,4.18351,79.0456,-0.058031582,0.051409882,-5.643984662,-41.95760906,11316.87518,0.323881859,25.744508,100.0,Homogenization was performed at 1373K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 1173K for 0.03333 hours
13,187,249.0,621.0,47.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1273,80.0,0,0.0,1173,6.0,0,0.0,1.766,1801.2,219.4,0.036643873,4.019832882,0.138361844,8.0,-4.16,13.3808668,-5793.658002,9965.096442,1.114281099,0.1504,1.4,4.024,85.6,-0.014576561,0.0464,-5.214125557,-56.69187889,10506.91257,0.174312219,13.76,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 6.0 hours
14,304,608.0,749.0,28.1,9.09,18.182,18.182,18.182,18.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,0.0,1273,80.0,0,0.0,1173,5.0,0,0.0,1.8154566,1693.0076,191.54668,0.039652217,3.797625286,0.109324121,6.45458,-1.520233384,14.69711649,-16367.4408,9347.536765,1.169080225,0.112725418,1.54544,4.071825,74.36412,-0.06112487,0.042311841,-5.056705955,-53.16231617,11685.16671,0.342945888,27.43759801,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 5.0 hours
15,1086,339.0,684.0,47.0,0.0,10.0,10.0,45.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,1173,10.0,0,0.0,1.818,1860.05,206.55,0.02201017,2.273100356,0.092714616,8.1,-5.82,11.61197741,-3711.144087,23969.52179,1.087879291,0.0938,1.65,4.416,79.6,-0.01863279,0.0255,-4.50436065,-125.0490578,11485.81079,0.194435676,14.27,100.0,Homogenization was performed at 1373K. First heat treatment was performed at 1173K for 10.0 hours
16,351,1029.0,1186.0,11.2,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,1273,85.0,0,0.0,973,1.0,0,0.0,1.77,1719.2,201.6,0.03463617,3.491325958,0.141844986,6.4,2.72,13.3808668,8457.49493,11153.84274,1.114051309,0.1536,1.2,3.844,80.2,-0.033574185,0.0448,-5.007814757,-64.38338567,10031.20871,0.265606523,22.4,100.0,Homogenization was performed at 1273K. followed by cold rolling to 85.0% reduction. First heat treatment was performed at 973K for 1.0 hours
17,647,770.0,1030.0,28.0,11.2,22.2,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1473,1.0,923,4.0,1.79648,1766.61,207.306,0.043982474,4.558915417,0.112644616,7.662,-9.123312,13.15030277,-2546.384074,6797.92604,1.16910626,0.12062592,1.668,4.2003,80.168,-0.053343959,0.04712616,-5.507482262,-45.05192768,11493.35722,0.307702192,24.5532,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1473K for 1.0 hours. Secondary heat treatment was conducted at 923K for 4.0 hours
18,10,348.0,714.0,62.0,0.0,30.0,10.0,45.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1373,75.0,0,0.0,1173,0.166666667,0,0.0,1.812,1868.05,208.35,0.020808752,2.167751716,0.087384209,7.9,-4.9,11.06447021,-4218.159914,25552.80406,1.087820282,0.0854,1.85,4.406,79.4,-0.018762929,0.0227,-4.4819515,-135.9878113,10917.55637,0.195575354,14.43,100.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 0.166666667 hours
19,262,720.0,760.0,17.0,0.0,5.0,2.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1473,64.0,0,0.0,0,0.0,0,0.0,1.7743,1715.81,205.89,0.041114587,4.232541132,0.142942331,8.26,-3.5788,10.79408708,-5175.087334,6385.487493,1.114112477,0.146302,1.45,3.9536,80.21,-0.002082957,0.05184,-5.338177826,-49.62659203,9966.58179,0.069934514,4.0742,100.0,Homogenization was performed at 1473K. followed by cold rolling to 64.0% reduction
20,23,339.0,713.0,50.5,0.0,10.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,1173,75.0,0,0.0,1023,0.166666667,0,0.0,1.797,1595.3,184.3,0.043200086,3.98088794,0.161928997,7.2,-1.72,10.64070803,-9869.256701,5701.659802,1.113974959,0.153,1.1,3.786,71.5,-0.013698952,0.0576,-5.161212922,-47.97228306,11838.44029,0.166339516,10.74,100.0,Homogenization was performed at 1173K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1023K for 0.166666667 hours
21,388,793.0,1003.0,15.5,0.0,30.3,39.4,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,6.0,0,0.0,1.80241,1918.208,233.853,0.01393366,1.629214149,0.115421367,8.121,-5.252808,9.06684052,-3311.007374,46700.93014,1.034808303,0.11772762,1.303,4.29089,91.063,-0.022603716,0.01854966,-5.301938154,-289.4499435,13235.7056,0.211996092,19.045974,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 6.0 hours
22,728,917.0,1145.0,28.0,0.0,41.63,26.62,3.38,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,1473,20.0,0,0.0,298,0.0,0,0.0,1.84981201,1961.999114,235.2552009,0.025599185,3.011170748,0.152661865,8.259700028,-3.850995533,10.95669134,-5582.197774,16719.64827,1.207254483,0.140652663,1.498000013,4.536903036,90.23980035,-0.027922627,0.026792158,-4.607299839,-89.73857682,13568.56434,0.259845775,21.62320904,100.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K
23,917,401.5,807.5,14.5,0.7,0.0,26.64,1.38,65.64,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,4.8,1423,0.0,0,0.0,298,0.0,1093,4900.0,1.864112008,1948.510012,231.5249007,0.030387552,3.517737497,0.15967637,8.632800028,-5.954553054,7.556065568,-2472.573387,8182.844226,1.2074031,0.145942499,1.08440001,4.57462003,90.63500027,-0.027663781,0.03105897,-4.941993868,-71.99718031,15042.23752,0.265097441,22.17960259,100.01,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1093K for 4900.0 hours
24,372,1309.0,1489.0,9.8,0.0,33.33,33.34,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,973,0.25,0,0.0,1.816651,1892.0288,229.3383,0.013525824,1.550994704,0.11146046,8.3331,-4.88937768,9.133862485,-3534.505209,49926.0291,1.034832816,0.11112022,1.3333,4.309979,88.6693,-0.021526797,0.017778889,-5.552635099,-321.8517323,13840.60927,0.210060117,17.77948854,100.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 973K for 0.25 hours
25,482,146.0,322.0,33.0,7.42,0.0,5.93,39.96,11.17,0.0,0.0,0.0,0.0,0.0,34.42,1.1,0.0,0.0,0,0.0,0,0.0,1423,24.0,0,0.0,1.724075,1681.4526,196.4937,0.056746457,5.575160618,0.16579356,7.3456,-8.2023878,11.54500932,-2366.674975,3585.228089,1.424456657,0.167400502,1.537,3.783596,77.5851,-0.038079249,0.073294207,-6.327280589,-33.9157929,7855.198654,0.241166765,14.21276994,100.0,First heat treatment was performed at 1423K for 24.0 hours
26,608,305.0,525.0,44.0,7.0,23.33,23.33,23.33,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,973,72.0,1.805012,1806.4975,213.9267,0.036426811,3.896333783,0.107526089,7.8769,-7.26923324,12.8274723,-3187.791047,9667.156956,1.169522384,0.113850381,1.6066,4.238185,82.7652,-0.041513336,0.036498653,-5.096726542,-57.15170019,11886.87825,0.268194241,21.59452476,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 72.0 hours
27,890,815.0,1263.0,21.0,0.88,1.01,28.65,2.67,58.93,0.6,1.17,5.59,0.5,0.0,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,873,6.0,923,100.0,1.839334004,1940.807706,227.4609005,0.034201354,3.889735398,0.142111776,8.386800011,-8.398059853,9.353411945,-2161.591403,7996.196553,1.207088185,0.141725714,1.133000004,4.522246014,89.03200021,-0.027304564,0.036437738,-5.152484708,-61.61948272,14316.41784,0.238519893,20.95476235,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 923K for 100.0 hours
28,211,612.0,1034.0,49.1,0.0,17.5,12.5,55.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1373,78.6,0,0.0,1173,1.0,0,0.0,1.8459,1906.06,220.68,0.038599958,4.259119313,0.118225167,8.005,-4.1902,10.79843451,-4912.04813,7247.481995,1.431700487,0.098247,1.755,4.42525,85.28,-0.021300364,0.0258945,-5.311861983,-52.33315618,11146.22252,0.194745282,14.0906,100.0,Homogenization was performed at 1373K. followed by cold rolling to 78.6% reduction. First heat treatment was performed at 1173K for 1.0 hours
29,689,741.0,1253.0,41.0,0.54,1.99,18.02,3.15,66.84,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.32,1339,0.0,0,0.0,298,0.0,811,4000.0,1.884719006,1921.90711,226.5527005,0.030375265,3.440799199,0.132988864,8.780700019,-5.801253458,8.566290688,-2837.94099,9284.374417,1.207400148,0.123932283,1.157000008,4.599513026,87.7815002,-0.021557207,0.032152528,-4.851233329,-71.92848985,15714.82096,0.228406565,18.39352623,100.01,Homogenization was performed at 1339K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 811K for 4000.0 hours
30,94,440.0,960.0,63.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1273,1.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
31,764,441.0,924.0,40.0,0.68,5.16,25.75,3.27,59.11,0.0,0.0,1.27,0.13,0.0,0.0,0.0,0.0,4.63,1473,20.0,1450,6.0,298,0.0,0,0.0,1.862950005,1949.944708,231.5742004,0.030757725,3.561347819,0.158414765,8.561600015,-5.780968861,9.687737668,-3267.713986,10240.32978,1.207336601,0.147306396,1.158200006,4.574755021,90.37600015,-0.02854746,0.032044813,-4.950305054,-70.56909608,14722.7747,0.264359433,22.15655866,100.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
32,69,380.0,810.0,66.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,1373,0.5,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1373K for 0.5 hours
33,680,1205.0,1404.0,18.4,1.12,1.02,20.88,20.52,53.44,0.0,0.0,1.89,1.13,0.0,0.0,0.0,0.0,0.0,1260,0.0,0,0.0,991,8.0,894,8.0,1.838262007,1855.395312,218.8659008,0.028725769,3.143545677,0.113852272,8.522400021,-6.368064781,10.05705856,-2930.218197,12187.86528,1.207478945,0.112913323,1.268000008,4.37352103,85.38760032,-0.021862499,0.027763225,-4.741392013,-79.66949455,13825.60059,0.210698136,16.78574976,100.0,Homogenization was performed at 1260K. First heat treatment was performed at 991K for 8.0 hours. Secondary heat treatment was conducted at 894K for 8.0 hours
34,299,176.0,453.0,68.8,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,1.82,1871.75,224.75,0.01176159,1.321708679,0.096695398,8.25,-3.75,11.52565132,-5752.836761,83316.95755,1.034823207,0.1,1.5,4.3025,87.0,-0.017244782,0.01625,-7.38465545,-540.8620011,12617.80775,0.188344478,15.75,100.0,Homogenization was performed at 1473K
35,861,1248.0,1457.0,22.0,1.41,0.16,20.48,19.01,52.94,0.0,3.1,1.82,1.08,0.0,0.0,0.0,0.0,0.0,1353,0.0,0,0.0,993,8.0,893,8.0,1.830258005,1880.442409,214.9332007,0.037306133,4.009163272,0.120513127,8.407700016,-8.795241453,10.61664898,-2269.863435,7628.286451,1.207069608,0.121447023,1.279900006,4.469841022,83.80760028,-0.029669503,0.037228751,-5.204548658,-55.70159722,13546.8912,0.236833419,18.96924939,100.0,Homogenization was performed at 1353K. First heat treatment was performed at 993K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours
36,485,403.0,861.0,87.8,0.0,30.0,25.0,20.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,40.0,0,0.0,1273,0.1,0,0.0,1.835,1928.0,231.1,0.020963107,2.422287055,0.121140414,8.1,-4.02,12.48203443,-5986.408551,28403.6439,1.105894736,0.1235,1.55,4.427,89.15,-0.019988996,0.0242,-4.496827034,-125.3614728,12594.29023,0.206779706,18.325,100.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 1273K for 0.1 hours
37,158,227.0,525.0,45.5,0.0,19.84,19.84,19.84,19.84,0.0,0.0,0.0,0.0,0.0,19.84,0.8,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,1.772272,1818.3664,217.6608,0.046637269,5.075552605,0.154495171,7.968,-5.73169664,13.66120591,-4333.983352,6280.913632,1.429175811,0.160446874,1.3888,4.050768,84.9472,-0.021547589,0.05232681,-5.905837032,-41.68622429,10519.85079,0.194755303,14.83587584,100.0,Homogenization was performed at 1473K
38,76,601.0,992.0,64.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,1073,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
39,791,400.0,876.0,52.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,30.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
40,499,475.0,983.0,69.0,0.0,32.33,32.34,0.0,32.33,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,66.0,0,0.0,1173,1.0,0,0.0,1.826951,1922.1488,232.3283,0.019296871,2.241604603,0.124424007,8.2631,-5.06598168,9.980092991,-3786.674524,26801.60524,1.106010478,0.12453622,1.3533,4.385279,89.7893,-0.022171834,0.022742049,-4.523641743,-144.6342898,13774.64414,0.216265055,18.90141254,100.0,Homogenization was performed at 1473K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
41,196,539.0,690.0,29.0,7.5,0.0,0.0,30.834,0.0,0.0,0.0,0.0,0.0,0.0,30.833,0.0,30.833,0.0,1073,86.0,0,0.0,1073,1.0,0,0.0,1.7487507,1515.44415,168.28368,0.043292496,3.642710289,0.15070647,5.15836,3.597240777,10.6635433,4492.33324,5689.52856,1.147511238,0.159459048,1.45834,3.5472572,66.70012,-0.043597412,0.059405518,-5.072958052,-50.4785714,8092.00907,0.283978435,19.03440489,100.0,Homogenization was performed at 1073K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
42,285,1140.0,1131.0,14.0,0.0,12.5,12.5,50.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1273,90.0,0,0.0,873,0.05,0,0.0,1.79,1804.875,216.25,0.030117308,3.256433916,0.11368817,8.0,-2.375,11.52565132,-8758.888389,12706.71178,1.114569911,0.113125,1.625,4.12,84.25,-0.009243573,0.033125,-4.786403799,-74.67535336,10109.22162,0.141534006,9.875,100.0,Homogenization was performed at 1273K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 873K for 0.05 hours
43,248,212.0,623.0,73.3,0.0,20.0,26.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1473,70.0,0,0.0,1373,1.0,0,0.0,1.751,1828.32,224.14,0.035719393,4.003072388,0.135458481,7.76,-3.7232,13.22888508,-6496.195524,10368.48015,1.114189049,0.14932,1.4,4.0036,87.94,-0.017061838,0.045632,-5.233129942,-58.5666868,9953.698135,0.184586902,15.8072,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
44,547,320.0,770.0,74.0,0.0,33.33,33.33,0.0,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,1.816676,1891.9836,229.3304,0.013525243,1.550874643,0.111453358,8.3335,-4.8888444,9.133862485,-3534.806308,49930.31935,1.034832862,0.111107555,1.3333,4.310013,88.6654,-0.021524302,0.017777555,-5.553101026,-321.9077191,13841.79566,0.210053221,17.7768888,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours
45,118,1040.0,1112.0,12.0,0.0,20.06,20.14,19.42,19.75,0.0,0.0,0.0,0.0,0.0,19.27,1.36,0.0,0.0,1493,95.0,0,0.0,973,1.0,0,0.0,1.777428,1833.0795,216.774,0.052231536,5.661219468,0.164256095,7.9457,-6.82552992,13.79589244,-3705.055564,5056.898168,1.428883237,0.16679541,1.3812,4.075439,84.6108,-0.026572778,0.055948613,-6.315573416,-36.30414769,10574.03845,0.209083257,15.75091048,100.0,Homogenization was performed at 1493K. followed by cold rolling to 95.0% reduction. First heat treatment was performed at 973K for 1.0 hours
46,901,696.0,1376.0,36.5,0.88,1.01,28.65,2.67,58.93,0.6,1.17,5.59,0.5,0.0,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,298,0.0,923,100.0,1.839334004,1940.807706,227.4609005,0.034201354,3.889735398,0.142111776,8.386800011,-8.398059853,9.353411945,-2161.591403,7996.196553,1.207088185,0.141725714,1.133000004,4.522246014,89.03200021,-0.027304564,0.036437738,-5.152484708,-61.61948272,14316.41784,0.238519893,20.95476235,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 100.0 hours
